TIC,Outbst,Flare,tpeak,e_tpeak,E_tpeak,Amp,e_Amp,E_Amp,FWHMdt,e_FWHMdt,E_FWHMdt,Ebol,e_Ebol,E_Ebol,MCME,e_MCME,E_MCME
316976676,4,1,2458346.868923,0.000383,0.000406,0.02943,0.00464,0.00571,0.00385,0.00110,0.00118,1.4e+32,4.1e+31,3e+31,1.8e+19,1.7e+19,3.5e+20
316976676,4,2,2458346.863889,0.000288,0.000239,0.02830,0.00969,0.02598,0.00123,0.00077,0.00157,5.1e+31,1.5e+31,2.6e+31,1.3e+19,1.3e+19,2.6e+20
316976676,5,1,2458349.327637,0.000487,0.000474,0.01837,0.00390,0.00448,0.00424,0.00159,0.00291,9.8e+31,2.9e+31,5.8e+31,2.1e+19,1.9e+19,2.1e+20
316976676,6,1,2458349.779353,0.000127,0.000119,0.04975,0.00493,0.00577,0.00266,0.00045,0.00047,1.9e+32,2.3e+31,2.6e+31,3.1e+19,3e+19,5.4e+20
316976676,7,1,2458350.479280,0.000346,0.000349,0.02262,0.00338,0.00379,0.00505,0.00118,0.00150,1.3e+32,2.2e+31,3.7e+31,2.7e+19,2.4e+19,9.7e+20
316992294,1,1,2458340.081202,0.000025,0.000024,0.31800,0.01317,0.01807,0.00176,0.00016,0.00012,8.5e+32,3.8e+31,2.4e+31,1e+20,9.1e+19,2.5e+21
317016534,1,1,2458341.161829,0.000140,0.000170,0.11741,0.01168,0.01295,0.00327,0.00057,0.00065,5.1e+32,5.6e+31,7.5e+31,6.3e+19,6e+19,7.1e+20
318606698,1,1,2458351.144991,0.000032,0.000029,0.28735,0.01048,0.00753,0.00199,0.00015,0.00019,5.3e+32,3.7e+31,3.4e+31,6.4e+19,6.2e+19,1.9e+21
318606698,1,2,2458351.132409,0.000071,0.000073,0.11809,0.00768,0.00890,0.00248,0.00039,0.00040,2.9e+32,2.8e+31,3.7e+31,4.9e+19,4.6e+19,5.9e+20
318606698,1,3,2458351.147788,0.000065,0.000063,0.11518,0.01576,0.01631,0.00159,0.00036,0.00065,1.8e+32,3e+31,5.1e+31,3.9e+19,3.7e+19,4.4e+20
318606698,2,1,2458351.571522,0.000064,0.000067,0.07149,0.00438,0.00459,0.00287,0.00027,0.00029,2.4e+32,1.6e+31,1.3e+31,3.4e+19,3.2e+19,6.5e+20
319289907,1,1,2458332.011193,0.000380,0.000365,0.00318,0.00031,0.00032,0.00682,0.00126,0.00150,9.9e+33,2e+33,1.9e+33,4.4e+20,4e+20,4e+21
319289907,2,1,2458333.526353,0.000262,0.000276,0.00416,0.00031,0.00034,0.00768,0.00109,0.00128,1.5e+34,1.8e+33,1.6e+33,5e+20,4.8e+20,1e+22
319289907,3,1,2458341.188646,0.000329,0.000340,0.00367,0.00034,0.00036,0.00569,0.00092,0.00110,1e+34,1.2e+33,1.8e+33,3.7e+20,3.6e+20,8.4e+21
319289907,4,1,2458342.664214,0.000306,0.000402,0.00302,0.00034,0.00037,0.00528,0.00117,0.00169,6.7e+33,1.8e+33,1.3e+33,2.8e+20,2.6e+20,4.1e+21
319289907,4,2,2458342.623017,0.000707,0.000618,0.00287,0.00066,0.00082,0.00632,0.00296,0.00454,6.4e+33,3.1e+33,7.6e+33,2.4e+20,2.3e+20,6.3e+21
319289907,5,1,2458344.066055,0.000648,0.000743,0.00280,0.00028,0.00028,0.01595,0.00317,0.00347,2.1e+34,5e+33,3.7e+33,6.5e+20,6.3e+20,1.3e+22
319289907,6,1,2458345.096833,0.000309,0.000314,0.00376,0.00023,0.00024,0.01201,0.00133,0.00156,2e+34,2.2e+33,2.8e+33,7.6e+20,7.1e+20,8.1e+21
319289907,7,1,2458352.991449,0.000275,0.000273,0.00614,0.00028,0.00028,0.01392,0.00116,0.00131,3.7e+34,3.8e+33,3e+33,1.1e+21,1e+21,4.2e+22
319466859,1,1,2458354.504644,0.000289,0.000328,0.01053,0.00115,0.00124,0.00589,0.00099,0.00116,8.5e+33,1.1e+33,1.1e+33,3.5e+20,3.4e+20,4.5e+21
319466859,2,1,2458359.264691,0.000317,0.000324,0.01073,0.00080,0.00083,0.00847,0.00113,0.00130,1.1e+34,1.2e+33,1.5e+33,4.8e+20,4.6e+20,6.1e+21
322051377,1,1,2458360.799499,0.001021,0.000955,0.00439,0.00045,0.00044,0.01780,0.00317,0.00415,1e+34,1.7e+33,1.9e+33,4.2e+20,4.1e+20,7.6e+21
322051377,2,1,2458361.110395,0.000239,0.000218,0.02312,0.00158,0.00150,0.00526,0.00083,0.00079,1.5e+34,2.2e+33,2.7e+33,4.8e+20,4.4e+20,5e+21
322051377,2,2,2458361.114703,0.000524,0.000575,0.00800,0.00185,0.00201,0.01153,0.00218,0.00233,1e+34,2.9e+33,2.5e+33,1.8e+20,1.5e+20,3.1e+21
322051377,3,1,2458373.535103,0.000228,0.000298,0.00824,0.00082,0.00088,0.00495,0.00079,0.00095,4.9e+33,6.9e+32,6.9e+32,2e+20,1.9e+20,3.8e+21
322051377,4,1,2458375.922330,0.000870,0.000848,0.00460,0.00063,0.00071,0.00943,0.00277,0.00344,5.6e+33,1.3e+33,1.5e+33,2.9e+20,2.6e+20,9.9e+21
322051381,1,1,2458362.968152,0.000383,0.000784,0.46870,0.16986,0.32885,0.00153,0.00072,0.00053,4.1e+32,1.4e+32,1.6e+32,4.8e+19,4.7e+19,6.6e+20
322051381,1,2,2458362.966606,0.000350,0.000087,1.25166,0.42165,0.85381,0.00050,0.00022,0.00056,4.5e+32,1.8e+32,1.4e+32,4.6e+19,4.5e+19,9.8e+20
322051381,2,1,2458371.292391,0.000946,0.001028,0.08143,0.01558,0.01628,0.00940,0.00288,0.00488,4.7e+32,1.2e+32,2.8e+32,4.6e+19,4.3e+19,7.6e+20
325178532,1,1,2458325.862052,0.000089,0.000096,0.01377,0.00098,0.00105,0.00318,0.00052,0.00057,2.2e+33,3.2e+32,4e+32,1.9e+20,1.8e+20,6.6e+21
325178532,2,1,2458326.893298,0.000565,0.000678,0.00422,0.00046,0.00049,0.01038,0.00235,0.00285,2.1e+33,3.7e+32,4.8e+32,1.8e+20,1.7e+20,4.5e+21
325178532,3,1,2458328.036084,0.000121,0.000125,0.01640,0.00050,0.00048,0.00881,0.00060,0.00063,7.8e+33,4.3e+32,5.7e+32,3.1e+20,3e+20,7e+21
325178532,3,2,2458328.027571,0.000239,0.000306,0.00908,0.00098,0.00134,0.00354,0.00087,0.00100,1.5e+33,2.7e+32,3.7e+32,1e+20,9.8e+19,5.3e+21
325178532,5,1,2458337.024390,0.000187,0.000193,0.00768,0.00091,0.00100,0.00379,0.00079,0.00095,1.6e+33,2.2e+32,2.5e+32,1.2e+20,1.1e+20,2.5e+21
325178532,6,1,2458341.342778,0.000281,0.000302,0.00687,0.00051,0.00053,0.00819,0.00096,0.00111,2.5e+33,2.5e+32,2e+32,1.8e+20,1.7e+20,6e+21
325178532,7,1,2458341.817334,0.000301,0.000324,0.00510,0.00057,0.00060,0.00594,0.00112,0.00137,1.4e+33,2.3e+32,2.3e+32,1.1e+20,1.1e+20,2.1e+21
325178532,8,1,2458342.323262,0.000084,0.000090,0.04078,0.00135,0.00126,0.00555,0.00034,0.00036,1.1e+34,9.6e+32,7.4e+32,3.9e+20,3.7e+20,4e+21
325178532,8,2,2458342.330707,0.001114,0.001080,0.01136,0.00117,0.00123,0.01898,0.00253,0.00262,8.2e+33,1.3e+33,1.3e+33,1.5e+20,1.3e+20,2.9e+21
325178532,10,1,2458343.270707,0.000279,0.000325,0.00582,0.00063,0.00069,0.00524,0.00107,0.00124,1.6e+33,2.5e+32,3.9e+32,1.5e+20,1.4e+20,1.6e+21
325178532,12,1,2458346.559933,0.000071,0.000068,0.03773,0.00347,0.01213,0.00131,0.00054,0.00033,2.3e+33,5e+32,3.9e+32,1.5e+20,1.4e+20,2.1e+21
325178532,12,2,2458346.565281,0.000873,0.001209,0.00684,0.00118,0.00186,0.01215,0.00198,0.00236,3.3e+33,7e+32,9.3e+32,1.6e+20,1.6e+20,3.5e+21
325178532,13,1,2458347.124011,0.000094,0.000093,0.01363,0.00110,0.00121,0.00245,0.00033,0.00036,1.7e+33,1.2e+32,1.5e+32,1.7e+20,1.6e+20,5.1e+21
325178532,14,1,2458347.590199,0.000773,0.000753,0.00393,0.00054,0.00055,0.01082,0.00216,0.00305,2e+33,3.5e+32,4.3e+32,1.5e+20,1.4e+20,1.5e+21
325205605,1,1,2458334.970233,0.000409,0.000528,0.02782,0.00267,0.00280,0.00981,0.00165,0.00191,2e+35,2.2e+34,2.5e+34,2.4e+21,2.3e+21,3.7e+22
325205605,1,2,2458334.932294,0.002101,0.001287,0.01850,0.00166,0.00162,0.03157,0.00788,0.01260,3e+35,4.5e+34,9e+34,3.4e+21,3.3e+21,8.8e+22
325205605,2,1,2458340.319875,0.000365,0.000379,0.02106,0.00301,0.00329,0.00478,0.00096,0.00122,8e+34,9.8e+33,1.7e+34,1.4e+21,1.3e+21,3.1e+22
325220989,1,1,2458330.566431,0.000113,0.000114,0.09455,0.00590,0.00718,0.00223,0.00042,0.00041,8.4e+32,1.4e+32,1.1e+32,8e+19,7.6e+19,1e+21
325220989,1,2,2458330.572388,0.000707,0.000722,0.02528,0.00349,0.00400,0.01400,0.00186,0.00214,1.3e+33,1.9e+32,1.9e+32,1e+20,9.8e+19,2.3e+21
325220989,2,1,2458333.405921,0.000058,0.000051,0.13075,0.02016,0.03066,0.00122,0.00034,0.00043,5.4e+32,7.5e+31,6.8e+31,7.4e+19,6.7e+19,5.4e+20
325220989,2,2,2458333.341095,0.000662,0.000798,0.02550,0.00335,0.00413,0.01509,0.00305,0.00495,1.4e+33,3.3e+32,6.7e+32,4.8e+19,4.2e+19,1.3e+21
325220989,2,3,2458333.486388,0.000519,0.000796,0.03029,0.00334,0.00380,0.00876,0.00267,0.00410,1.1e+33,3.2e+32,6.3e+32,6.4e+19,6.1e+19,1.1e+21
325220989,2,4,2458333.314439,0.000177,0.000162,0.03075,0.00402,0.00278,0.00232,0.00056,0.00075,2.4e+32,5e+31,6.8e+31,9.7e+19,9.2e+19,7.3e+20
325220989,3,1,2458333.485948,0.000338,0.000329,0.03304,0.00348,0.00361,0.00602,0.00135,0.00156,7.1e+32,1.3e+32,1.9e+32,6.4e+19,5.8e+19,7.7e+20
325220989,3,2,2458333.497812,0.001043,0.001092,0.01479,0.00216,0.00229,0.02416,0.00657,0.00737,9.4e+32,2.7e+32,3.5e+32,3.6e+19,3.1e+19,6.9e+20
325220989,6,1,2458336.751955,0.000156,0.000151,0.04648,0.00308,0.00321,0.00566,0.00061,0.00068,9e+32,8e+31,6.4e+31,6.6e+19,6.2e+19,1.2e+21
325220989,7,1,2458337.094836,0.000292,0.000348,0.02912,0.00390,0.00471,0.00478,0.00125,0.00135,5.4e+32,1.1e+32,9e+31,6.6e+19,6.2e+19,6.8e+20
325220989,8,1,2458338.097115,0.000304,0.000372,0.01849,0.00354,0.00410,0.00332,0.00117,0.00168,2e+32,4.8e+31,9e+31,3e+19,2.9e+19,5.1e+20
325220989,9,1,2458341.085396,0.000466,0.000682,0.01687,0.00291,0.00367,0.00747,0.00304,0.00432,5e+32,1.6e+32,1.7e+32,7.3e+19,6.8e+19,2e+21
325220989,9,2,2458341.136432,0.001010,0.001021,0.01606,0.00190,0.00195,0.01597,0.00447,0.00560,8.1e+32,1.8e+32,2.8e+32,4.3e+19,3.6e+19,6.9e+20
325220989,11,1,2458342.674550,0.000131,0.000160,0.04187,0.00500,0.00623,0.00252,0.00059,0.00067,3.4e+32,6.2e+31,7.1e+31,5.3e+19,4.8e+19,1.6e+21
325220989,12,1,2458343.399190,0.000298,0.000297,0.02005,0.00357,0.00415,0.00358,0.00095,0.00124,2.5e+32,4.5e+31,6e+31,3.9e+19,3.6e+19,3e+20
325220989,14,1,2458345.923981,0.000049,0.000047,0.09831,0.00826,0.01087,0.00164,0.00027,0.00027,5.3e+32,3.8e+31,5.7e+31,7.2e+19,6.8e+19,1.5e+21
325220989,14,2,2458345.945306,0.002025,0.001517,0.01432,0.00180,0.00176,0.04870,0.01047,0.01355,1.8e+33,3.1e+32,6.9e+32,1.5e+20,1.4e+20,1.7e+21
325220989,15,1,2458346.542039,0.000138,0.000137,0.06419,0.00245,0.00250,0.00819,0.00064,0.00068,2e+33,1.2e+32,1.8e+32,1.3e+20,1.3e+20,2e+21
325220989,16,1,2458347.813615,0.000019,0.000019,1.55760,0.01559,0.01482,0.00720,0.00014,0.00013,4.1e+34,1.3e+33,7.5e+32,1.2e+21,1.1e+21,3.6e+22
325220989,17,1,2458350.748027,0.000207,0.000306,0.03913,0.00334,0.00376,0.00443,0.00081,0.00102,5.6e+32,8.1e+31,1e+32,7.6e+19,7.3e+19,1.1e+21
325220989,18,1,2458352.727997,0.000104,0.000103,0.05303,0.00376,0.00392,0.00319,0.00036,0.00040,6e+32,4.9e+31,5.2e+31,6.5e+19,6.2e+19,1.2e+21
325525541,2,1,2458340.930016,0.000396,0.000396,0.01263,0.00142,0.00142,0.00851,0.00173,0.00215,2.9e+33,8.3e+32,8e+32,1.6e+20,1.6e+20,3.6e+21
325525541,2,2,2458340.944634,0.001376,0.001373,0.00707,0.00093,0.00099,0.03179,0.00913,0.01007,4.6e+33,1e+33,1.7e+33,2.1e+20,2e+20,1.3e+22
325525541,4,1,2458347.874304,0.000315,0.000359,0.01295,0.00217,0.00259,0.00423,0.00100,0.00123,1.2e+33,1.8e+32,1.6e+32,1.2e+20,1.1e+20,2.3e+21
326393023,1,1,2458328.759098,0.000011,0.000011,0.97689,0.02550,0.02654,0.00130,0.00005,0.00006,3.7e+33,6.5e+31,5.5e+31,3.2e+20,3e+20,6.9e+21
326393023,1,2,2458328.771862,0.000637,0.000867,0.02963,0.00363,0.00387,0.01179,0.00279,0.00401,8.9e+32,2e+32,2.2e+32,3.9e+19,3.5e+19,9.2e+20
326393023,2,1,2458330.216971,0.000434,0.000416,0.02859,0.00423,0.00480,0.00627,0.00151,0.00189,5.1e+32,7.4e+31,9.5e+31,5.6e+19,5.4e+19,7.7e+20
326393023,3,1,2458352.863217,0.000058,0.000773,0.67956,0.04125,0.02351,0.00096,0.00021,0.00153,1.7e+33,2.7e+32,2.9e+33,1.5e+20,1.4e+20,2.3e+21
326393023,3,2,2458352.865014,0.000139,0.001749,0.34891,0.10533,0.02877,0.00317,0.00299,0.00024,2.9e+33,2.7e+33,3.3e+32,1.2e+20,1.1e+20,2.6e+21
326445217,2,1,2458328.806666,0.000690,0.000665,0.00885,0.00067,0.00070,0.02161,0.00346,0.00478,,,,,,
326445217,3,1,2458333.642206,0.000558,0.000624,0.00760,0.00085,0.00091,0.01606,0.00355,0.00427,,,,,,
326445217,4,1,2458333.816756,0.000313,0.000323,0.00918,0.00181,0.00218,0.00338,0.00119,0.00177,,,,,,
326445217,5,1,2458334.865872,0.000990,0.001062,0.00710,0.00087,0.00090,0.01570,0.00323,0.00426,,,,,,
326445217,6,1,2458344.363321,0.000368,0.000515,0.01098,0.00173,0.00197,0.00587,0.00219,0.00298,,,,,,
326445217,6,2,2458344.386251,0.000882,0.001015,0.01052,0.00110,0.00146,0.03398,0.00799,0.01261,,,,,,
326446019,1,1,2458354.872945,0.000411,0.000425,0.02683,0.00132,0.00131,0.02573,0.00234,0.00264,2.9e+33,2.5e+32,2.9e+32,2.5e+20,2.3e+20,7.7e+21
326446019,1,2,2458354.838274,0.001009,0.000935,0.01495,0.00131,0.00102,0.04344,0.01529,0.02341,2.1e+33,5.3e+32,8.9e+32,8.2e+19,7.2e+19,1.5e+21
326446019,2,1,2458355.611025,0.000164,0.000172,0.02918,0.00163,0.00166,0.00559,0.00064,0.00076,8.1e+32,7e+31,1.3e+32,8.2e+19,7.6e+19,9.9e+20
326446019,3,1,2458356.132200,0.000163,0.000155,0.02129,0.00321,0.00438,0.00229,0.00068,0.00072,2.1e+32,4.3e+31,3.5e+31,3.5e+19,3.3e+19,4.4e+20
326446019,4,1,2458358.370032,0.000134,0.000147,0.03090,0.00177,0.00186,0.00561,0.00070,0.00079,7.3e+32,7.4e+31,1.1e+32,8.5e+19,8e+19,2e+21
326446019,5,1,2458359.726952,0.000043,0.000052,0.05005,0.00720,0.00913,0.00120,0.00027,0.00032,2.5e+32,3.1e+31,3e+31,4e+19,3.8e+19,6.1e+20
326446019,6,1,2458360.417441,0.000377,0.000479,0.01477,0.00140,0.00152,0.00758,0.00170,0.00193,5.8e+32,1.2e+32,1.1e+32,7.5e+19,6.8e+19,8e+20
326446019,7,1,2458361.934131,0.000109,0.000132,0.03256,0.00385,0.00465,0.00183,0.00038,0.00045,3.2e+32,3.9e+31,4.7e+31,4.4e+19,4.2e+19,7.2e+20
326446019,8,1,2458362.866996,0.000395,0.000363,0.02247,0.00174,0.00175,0.00927,0.00140,0.00156,8.4e+32,1.1e+32,1.2e+32,1e+20,9.6e+19,1.6e+21
326446019,8,2,2458362.771155,0.000197,0.000176,0.07380,0.00517,0.00616,0.00993,0.00100,0.00089,3.4e+33,4e+32,5.2e+32,2.2e+20,2.2e+20,2.5e+21
326446019,8,3,2458362.766754,0.000020,0.000019,0.25092,0.00770,0.01165,0.00173,0.00021,0.00017,1.9e+33,9.8e+31,1.1e+32,1.5e+20,1.5e+20,2.4e+21
326446019,8,4,2458362.778828,0.000445,0.000428,0.02632,0.00384,0.00386,0.02159,0.00489,0.00414,2.6e+33,8e+32,5.8e+32,1.8e+20,1.7e+20,1.8e+21
326446019,9,1,2458363.320642,0.000253,0.000259,0.02251,0.00150,0.00156,0.00645,0.00078,0.00091,7.8e+32,8.6e+31,8.8e+31,8.3e+19,7.9e+19,1.5e+21
326446019,10,1,2458363.651745,0.000849,0.000812,0.01259,0.00156,0.00153,0.01282,0.00257,0.00324,8.5e+32,1.5e+32,2.7e+32,7.3e+19,6.9e+19,1.5e+21
326446019,11,1,2458365.451655,0.000198,0.000213,0.01755,0.00350,0.00494,0.00234,0.00083,0.00106,2.1e+32,5.5e+31,5e+31,4.6e+19,4.2e+19,1.1e+21
326446019,11,2,2458365.535909,0.000392,0.000372,0.01193,0.00409,0.00688,0.00181,0.00100,0.00201,9.2e+31,3.1e+31,4.9e+31,1e+19,9.3e+18,1.8e+20
326446019,13,1,2458368.780067,0.000197,0.000222,0.02706,0.00252,0.00263,0.00722,0.00117,0.00131,1e+33,2.1e+32,2e+32,1e+20,8.8e+19,7.9e+20
326446019,14,1,2458370.367629,0.000042,0.000043,0.08573,0.00227,0.00234,0.00266,0.00013,0.00014,1.2e+33,3.7e+31,3.9e+31,1e+20,9.4e+19,1.2e+21
326446019,15,1,2458370.916928,0.000422,0.000584,0.00963,0.00171,0.00201,0.00561,0.00195,0.00376,2.5e+32,5.3e+31,1.2e+32,3.4e+19,3.2e+19,4.8e+20
326446019,15,2,2458370.893942,0.000389,0.000436,0.00887,0.00220,0.00287,0.00326,0.00139,0.00199,1.1e+32,3e+31,5.6e+31,2.2e+19,2.1e+19,4.3e+20
326446019,16,1,2458371.802065,0.000528,0.000681,0.01619,0.00201,0.00230,0.00638,0.00137,0.00163,4.9e+32,8.5e+31,8e+31,6.9e+19,6.2e+19,1.6e+21
326446019,17,1,2458373.859176,0.000068,0.000066,0.06757,0.00301,0.00309,0.00249,0.00024,0.00026,8.3e+32,6.3e+31,5e+31,1e+20,9.6e+19,3.3e+21
326446019,18,1,2458375.546829,0.000227,0.000101,0.10026,0.02774,0.02108,0.00052,0.00011,0.00025,2.2e+32,1.1e+31,2.3e+31,4e+19,3.7e+19,6e+20
326446019,19,1,2458376.319952,0.000354,0.000357,0.02060,0.00108,0.00114,0.01579,0.00148,0.00173,1.4e+33,1.1e+32,1.6e+32,1.1e+20,1e+20,1.1e+21
326446019,20,1,2458377.147099,0.000055,0.000056,0.05678,0.00419,0.00490,0.00193,0.00025,0.00026,4.7e+32,4.1e+31,3.4e+31,6.7e+19,6.3e+19,1.3e+21
326446019,21,1,2458377.342204,0.000120,0.000115,0.10698,0.00423,0.00418,0.00291,0.00046,0.00040,1.2e+33,1.9e+32,2.2e+32,1.1e+20,1.1e+20,1.9e+21
326446019,21,2,2458377.345385,0.000512,0.000492,0.03453,0.00652,0.00739,0.00882,0.00124,0.00143,1.5e+33,2.5e+32,3.3e+32,1.2e+20,1.2e+20,1.3e+21
326446019,22,1,2458379.881577,0.000072,0.000061,0.08281,0.02137,0.02020,0.00084,0.00022,0.00049,3.6e+32,5.1e+31,5.6e+31,6.3e+19,5.9e+19,1.9e+21
326446019,22,2,2458379.829702,0.000420,0.000478,0.01224,0.00229,0.00260,0.00558,0.00205,0.00261,3.3e+32,9.1e+31,1.8e+32,2.3e+19,2e+19,4e+20
326446019,23,1,2458380.165235,0.000077,0.000083,0.03564,0.00729,0.00909,0.00130,0.00037,0.00055,2.2e+32,3.3e+31,3.9e+31,4.3e+19,3.9e+19,1e+21
326446019,24,1,2458380.448894,0.000393,0.000459,0.01162,0.00146,0.00147,0.00708,0.00159,0.00222,3.7e+32,8.3e+31,8.8e+31,6.6e+19,6e+19,1.5e+21
326446019,25,1,2458380.974687,0.000438,0.000428,0.02218,0.00207,0.00222,0.01187,0.00164,0.00201,1.3e+33,2.7e+32,3.2e+32,1.3e+20,1.2e+20,1.2e+21
327667965,1,1,2458336.357404,0.000554,0.000599,0.00504,0.00080,0.00110,0.01404,0.00327,0.00502,1.2e+34,3.2e+33,6.9e+33,6.4e+20,6.1e+20,2.1e+22
327667965,1,2,2458336.350988,0.000408,0.000395,0.00361,0.00071,0.00074,0.00504,0.00143,0.00162,3.6e+33,1.3e+33,1.6e+33,8.4e+19,7.2e+19,1.7e+21
327667965,2,1,2458343.755119,0.001050,0.000875,0.00979,0.00282,0.00294,0.06108,0.01618,0.01319,6.9e+34,2.4e+34,3.2e+34,1.5e+21,1.4e+21,3.9e+22
327667965,3,1,2458346.565807,0.000267,0.000267,0.00877,0.00078,0.00079,0.00907,0.00111,0.00124,1.5e+34,2.8e+33,2.3e+33,4.8e+20,4.6e+20,6.5e+21
327724630,2,1,2458341.539757,0.000436,0.000394,0.00223,0.00030,0.00033,0.00545,0.00114,0.00139,4.6e+34,6.2e+33,5.8e+33,9.9e+20,9.6e+20,1.6e+22
327953002,1,1,2458354.578998,0.000055,0.000054,0.07338,0.00261,0.00260,0.00241,0.00018,0.00019,2.1e+35,2e+34,1.6e+34,3.3e+21,3e+21,1.1e+23
327953002,1,2,2458354.584136,0.000184,0.000193,0.03499,0.00145,0.00148,0.00806,0.00053,0.00057,2.9e+35,2.6e+34,1.9e+34,1.4e+21,1.3e+21,4.1e+22
327953002,3,1,2458366.766068,0.000505,0.000780,0.01067,0.00138,0.00156,0.00884,0.00254,0.00273,1.1e+35,2.1e+34,2.4e+34,1.7e+21,1.6e+21,2.3e+22
327953002,4,1,2458378.061178,0.000119,0.000111,0.04913,0.00252,0.00244,0.00376,0.00039,0.00040,2e+35,2.6e+34,1.9e+34,2.9e+21,2.6e+21,1.3e+23
327953002,4,2,2458378.067267,0.000642,0.000671,0.01530,0.00188,0.00199,0.01366,0.00194,0.00218,1.9e+35,3.2e+34,4.1e+34,1.4e+21,1.2e+21,3.4e+22
327996089,2,1,2458377.952255,0.000289,0.000304,0.02844,0.00232,0.00235,0.00776,0.00106,0.00128,1.8e+34,1.8e+33,2.3e+33,5.6e+20,5.3e+20,1.2e+22
332487879,1,1,2458364.503804,0.000324,0.000357,0.00494,0.00023,0.00026,0.01714,0.00153,0.00181,1.2e+36,1.2e+35,1.3e+35,1e+22,9.6e+21,4.3e+23
332487879,4,1,2458375.514693,0.000790,0.000843,0.01216,0.00213,0.00220,0.03675,0.00484,0.00500,5.2e+36,1.3e+36,1.1e+36,2.2e+22,2.1e+22,1.4e+24
332487879,4,2,2458375.585896,0.000938,0.000808,0.01292,0.00133,0.00117,0.06744,0.01136,0.00839,8.3e+36,1.2e+36,8.6e+35,1.2e+22,1e+22,3.5e+23
332487879,4,3,2458375.507805,0.001038,0.000741,0.00769,0.00202,0.00221,0.02875,0.00468,0.00550,2.6e+36,9.8e+35,1.1e+36,6e+21,5.8e+21,1.4e+23
332488398,1,1,2458358.856621,0.000551,0.000575,0.00364,0.00067,0.00071,0.00528,0.00150,0.00189,5.6e+33,1.5e+33,1.2e+33,2.6e+20,2.5e+20,3.6e+21
332488398,2,1,2458359.354165,0.000479,0.000613,0.00368,0.00039,0.00041,0.01089,0.00209,0.00282,9.4e+33,1.6e+33,1.1e+33,4.6e+20,4.3e+20,1.8e+22
332507607,1,1,2458366.233127,0.000403,0.000395,0.13263,0.02236,0.02304,0.00617,0.00213,0.00224,5.9e+32,2.2e+32,3.1e+32,7.5e+19,6.6e+19,1.9e+21
332507719,2,1,2458366.598296,0.000491,0.000493,0.07684,0.02276,0.03106,0.00291,0.00107,0.00203,1.1e+32,2.6e+31,3e+31,2.8e+19,2.6e+19,9.7e+20
332517282,1,1,2458357.383387,0.000220,0.000210,0.11299,0.01142,0.01228,0.00631,0.00111,0.00126,6.2e+32,1.1e+32,1.6e+32,6.9e+19,6.4e+19,7.2e+20
332517282,1,2,2458357.377780,0.000164,0.000137,0.09824,0.02387,0.03472,0.00124,0.00049,0.00070,9e+31,1.7e+31,2.9e+31,8.4e+18,7.5e+18,1.6e+20
332517282,2,1,2458358.155954,0.000084,0.000104,0.16111,0.01802,0.02622,0.00213,0.00055,0.00057,3.1e+32,5.1e+31,6.6e+31,5.5e+19,5.2e+19,1.6e+21
332517282,3,1,2458358.663238,0.000227,0.000238,0.13353,0.01618,0.01913,0.00300,0.00091,0.00093,3.5e+32,9.8e+31,1.3e+32,5.9e+19,5.5e+19,1.8e+21
332517282,4,1,2458363.165360,0.000059,0.000059,0.30079,0.01803,0.02052,0.00219,0.00028,0.00028,6.1e+32,5.1e+31,6.7e+31,6.9e+19,6.4e+19,7.9e+20
332517282,5,1,2458371.293747,0.000046,0.000049,0.53722,0.02216,0.02340,0.00180,0.00014,0.00015,8.5e+32,4.8e+31,4.4e+31,7.9e+19,7.6e+19,9.4e+20
332517282,6,1,2458372.813636,0.000065,0.000062,0.33264,0.02784,0.04937,0.00131,0.00029,0.00025,4e+32,4.8e+31,3.6e+31,5.5e+19,5.2e+19,6.7e+20
332517282,7,1,2458376.684685,0.000085,0.000078,0.19195,0.02809,0.04443,0.00154,0.00047,0.00055,2.5e+32,3.8e+31,5.8e+31,4.6e+19,4.1e+19,9.9e+20
332517282,8,1,2458377.779024,0.000072,0.000065,0.23539,0.02839,0.04583,0.00151,0.00039,0.00038,2.8e+32,3.2e+31,4.3e+31,3.3e+19,3.1e+19,5.3e+20
332517282,9,1,2458377.962593,0.000134,0.000143,0.14520,0.01441,0.01640,0.00332,0.00079,0.00087,4.1e+32,9.5e+31,8.7e+31,6.6e+19,6e+19,1.6e+21
339576478,1,1,2458326.899978,0.000305,0.000358,0.02330,0.00182,0.00191,0.00877,0.00125,0.00144,1e+34,1.1e+33,1.2e+33,3.5e+20,3.4e+20,6.3e+21
339576478,3,1,2458329.636101,0.000416,0.000466,0.02107,0.00254,0.00267,0.00874,0.00158,0.00215,8.5e+33,1.1e+33,1.8e+33,6.6e+20,6e+20,1.6e+22
339576478,4,1,2458334.526377,0.000471,0.000506,0.01711,0.00171,0.00180,0.01046,0.00197,0.00268,8.4e+33,9.3e+32,1.8e+33,4.6e+20,4.2e+20,1.3e+22
339576478,5,1,2458336.277335,0.000610,0.000685,0.01179,0.00172,0.00188,0.00960,0.00256,0.00339,4.8e+33,9.2e+32,1e+33,1.8e+20,1.8e+20,3.7e+21
339576478,6,1,2458339.926281,0.000376,0.000481,0.01646,0.00283,0.00292,0.00573,0.00186,0.00331,4e+33,1.5e+33,2.5e+33,2.3e+20,2.2e+20,3.4e+21
